STRATUM,YEAR,SEASON,SVSPP,n_individ,tot_mass,n_station,n_tow,n_individ_PUE,tot_mass_PUE,SCINAME,COMNAME
01260,2007,spring,072,66,1.948,5,5,13.2,0.3896,MERLUCCIUS BILINEARIS,SILVER HAKE
01260,2007,spring,073,844,856.49,3,3,281.3333333333333,285.49666666666667,GADUS MORHUA,ATLANTIC COD
01260,2007,spring,074,30,26.52,4,4,7.5,6.63,MELANOGRAMMUS AEGLEFINUS,HADDOCK
01260,2007,spring,075,49,10.76,1,1,49,10.76,POLLACHIUS VIRENS,POLLOCK
01260,2007,spring,077,27,2.834,3,3,9,0.9446666666666667,UROPHYCIS CHUSS,RED HAKE
01260,2007,spring,083,3,0.111,2,2,1.5,0.0555,ENCHELYOPUS CIMBRIUS,FOURBEARD ROCKLING
01260,2007,spring,101,2,1.32,1,1,2,1.32,HIPPOGLOSSUS HIPPOGLOSSUS,ATLANTIC HALIBUT
01260,2007,spring,102,156,15.94,5,5,31.2,3.1879999999999997,HIPPOGLOSSOIDES PLATESSOIDES,AMERICAN PLAICE
01260,2007,spring,104,2,0.64,1,1,2,0.64,PARALICHTHYS OBLONGUS,FOURSPOT FLOUNDER
01260,2007,spring,105,166,40.82,5,5,33.2,8.164,LIMANDA FERRUGINEA,YELLOWTAIL FLOUNDER
01260,2007,spring,106,23,9.365,4,4,5.75,2.34125,PSEUDOPLEURONECTES AMERICANUS,WINTER FLOUNDER
01260,2007,spring,108,2,0.5,2,2,1,0.25,SCOPHTHALMUS AQUOSUS,WINDOWPANE
01260,2007,spring,121,1,0.078,1,1,1,0.078,SCOMBER SCOMBRUS,ATLANTIC MACKEREL
01260,2007,spring,155,42,0.9600000000000001,3,3,14,0.32,SEBASTES FASCIATUS,ACADIAN REDFISH
01260,2007,spring,161,1,0.012,1,1,1,0.012,TRIGLOPS MURRAYI,MOUSTACHE SCULPIN
01260,2007,spring,163,958,214.108,4,4,239.5,53.527,MYOXOCEPHALUS OCTODECEMSPINOSUS,LONGHORN SCULPIN
01260,2007,spring,164,7,4.32,2,2,3.5,2.16,HEMITRIPTERUS AMERICANUS,SEA RAVEN
01260,2007,spring,176,1,0.38,1,1,1,0.38,TAUTOGOLABRUS ADSPERSUS,CUNNER
01260,2007,spring,181,551,8,1,1,551,8,AMMODYTES DUBIUS,NORTHERN SAND LANCE
01260,2007,spring,183,429,1.804,2,2,214.5,0.902,LUMPENUS MACULATUS,DAUBED SHANNY
01260,2007,spring,192,1,1.12,1,1,1,1.12,ANARHICHAS LUPUS,ATLANTIC WOLFFISH
01260,2007,spring,193,24,22.649,4,4,6,5.66225,MACROZOARCES AMERICANUS,OCEAN POUT
01260,2007,spring,301,4,4.22,3,3,1.3333333333333333,1.4066666666666665,HOMARUS AMERICANUS,AMERICAN LOBSTER
01260,2007,spring,305,0,76.16,2,2,0,38.08,CRUSTACEA SHRIMP,SHRIMP UNCL
01260,2007,spring,313,7,1,1,1,7,1,CANCER IRRORATUS,ATLANTIC ROCK CRAB
01260,2007,spring,978,1,0.022,1,1,1,0.022,UNKNOWN 01,UNKNOWN 01
01260,2008,autumn,015,477,799.1600000000001,5,5,95.4,159.83200000000002,SQUALUS ACANTHIAS,SPINY DOGFISH
01260,2008,autumn,022,1,1.28,1,1,1,1.28,DIPTURUS LAEVIS,BARNDOOR SKATE
01260,2008,autumn,023,14,62.64,2,2,7,31.32,LEUCORAJA OCELLATA,WINTER SKATE
01260,2008,autumn,026,11,13.18,2,2,5.5,6.59,LEUCORAJA ERINACEA,LITTLE SKATE
01260,2008,autumn,028,5,3,2,2,2.5,1.5,AMBLYRAJA RADIATA,THORNY SKATE
01260,2008,autumn,032,145,18.355,5,5,29,3.6710000000000003,CLUPEA HARENGUS,ATLANTIC HERRING
01260,2008,autumn,033,42,5.316,3,3,14,1.772,ALOSA PSEUDOHARENGUS,ALEWIFE
01260,2008,autumn,035,1,0.12,1,1,1,0.12,ALOSA SAPIDISSIMA,AMERICAN SHAD
01260,2008,autumn,056,2,0.002,1,1,2,0.002,MYCTOPHIDAE,LANTERNFISH UNCL
01260,2008,autumn,072,536,21.32,5,5,107.2,4.264,MERLUCCIUS BILINEARIS,SILVER HAKE
01260,2008,autumn,073,215,242.42000000000002,5,5,43,48.484,GADUS MORHUA,ATLANTIC COD
01260,2008,autumn,074,3,6.34,2,2,1.5,3.17,MELANOGRAMMUS AEGLEFINUS,HADDOCK
01260,2008,autumn,075,1,2.88,1,1,1,2.88,POLLACHIUS VIRENS,POLLOCK
01260,2008,autumn,076,15,9.94,1,1,15,9.94,UROPHYCIS TENUIS,WHITE HAKE
01260,2008,autumn,077,64,15.863,5,5,12.8,3.1726,UROPHYCIS CHUSS,RED HAKE
01260,2008,autumn,102,561,65.121,4,4,140.25,16.28025,HIPPOGLOSSOIDES PLATESSOIDES,AMERICAN PLAICE
01260,2008,autumn,104,3,0.754,3,3,1,0.25133333333333335,PARALICHTHYS OBLONGUS,FOURSPOT FLOUNDER
01260,2008,autumn,105,222,57.918000000000006,3,3,74,19.306,LIMANDA FERRUGINEA,YELLOWTAIL FLOUNDER
01260,2008,autumn,106,243,96.562,3,3,81,32.187333333333335,PSEUDOPLEURONECTES AMERICANUS,WINTER FLOUNDER
01260,2008,autumn,107,5,1.16,3,3,1.6666666666666667,0.38666666666666666,GLYPTOCEPHALUS CYNOGLOSSUS,WITCH FLOUNDER
01260,2008,autumn,108,3,1.28,2,2,1.5,0.64,SCOPHTHALMUS AQUOSUS,WINDOWPANE
01260,2008,autumn,121,1,0.12,1,1,1,0.12,SCOMBER SCOMBRUS,ATLANTIC MACKEREL
01260,2008,autumn,131,1,0.02,1,1,1,0.02,PEPRILUS TRIACANTHUS,BUTTERFISH
01260,2008,autumn,141,1,0.001,1,1,1,0.001,CENTROPRISTIS STRIATA,BLACK SEA BASS
01260,2008,autumn,155,118,8.62,2,2,59,4.31,SEBASTES FASCIATUS,ACADIAN REDFISH
01260,2008,autumn,163,779,218.7,5,5,155.8,43.739999999999995,MYOXOCEPHALUS OCTODECEMSPINOSUS,LONGHORN SCULPIN
01260,2008,autumn,164,28,23.259999999999998,4,4,7,5.8149999999999995,HEMITRIPTERUS AMERICANUS,SEA RAVEN
01260,2008,autumn,165,1,0.003,1,1,1,0.003,ASPIDOPHOROIDES MONOPTERYGIUS,ALLIGATORFISH
01260,2008,autumn,176,1,0.74,1,1,1,0.74,TAUTOGOLABRUS ADSPERSUS,CUNNER
01260,2008,autumn,181,3,0.024,2,2,1.5,0.012,AMMODYTES DUBIUS,NORTHERN SAND LANCE
01260,2008,autumn,192,1,10.02,1,1,1,10.02,ANARHICHAS LUPUS,ATLANTIC WOLFFISH
01260,2008,autumn,193,6,4.73,3,3,2,1.5766666666666669,MACROZOARCES AMERICANUS,OCEAN POUT
01260,2008,autumn,197,7,11.219999999999999,2,2,3.5,5.609999999999999,LOPHIUS AMERICANUS,GOOSEFISH
01260,2008,autumn,296,784,1.341,2,2,392,0.6705,DICHELOPANDALUS LEPTOCERUS,BRISTLED LONGBEAK
01260,2008,autumn,301,15,13.78,4,4,3.75,3.445,HOMARUS AMERICANUS,AMERICAN LOBSTER
01260,2008,autumn,306,1468,10.241999999999999,2,2,734,5.1209999999999996,PANDALUS BOREALIS,NORTHERN SHRIMP
01260,2008,autumn,312,1,0.066,1,1,1,0.066,CANCER BOREALIS,JONAH CRAB
01260,2008,autumn,401,1,0.016,1,1,1,0.016,PLACOPECTEN MAGELLANICUS,SEA SCALLOP
01260,2008,autumn,502,6,0.98,1,1,6,0.98,ILLEX ILLECEBROSUS,NORTHERN SHORTFIN SQUID
01260,2008,autumn,503,39,0.541,4,4,9.75,0.13525,LOLIGO PEALEII,LONGFIN SQUID
01260,2008,autumn,506,1,0.004,1,1,1,0.004,SEPIOLIDAE,BOBTAIL UNCL
01260,2008,autumn,512,1,0.009,1,1,1,0.009,BATHYPOLYPUS ARCTICUS,SPOONARM OCTOPUS
01260,2008,spring,015,21,52,3,3,7,17.333333333333332,SQUALUS ACANTHIAS,SPINY DOGFISH
01260,2008,spring,032,3,0.44600000000000006,2,2,1.5,0.22300000000000003,CLUPEA HARENGUS,ATLANTIC HERRING
01260,2008,spring,033,12,1.2650000000000001,4,4,3,0.31625000000000003,ALOSA PSEUDOHARENGUS,ALEWIFE
01260,2008,spring,072,94,3.507,3,3,31.333333333333332,1.169,MERLUCCIUS BILINEARIS,SILVER HAKE
01260,2008,spring,073,644,778.42,5,5,128.8,155.684,GADUS MORHUA,ATLANTIC COD
01260,2008,spring,074,79,57,4,4,19.75,14.25,MELANOGRAMMUS AEGLEFINUS,HADDOCK
01260,2008,spring,075,1,0.7,1,1,1,0.7,POLLACHIUS VIRENS,POLLOCK
01260,2008,spring,076,3,0.266,1,1,3,0.266,UROPHYCIS TENUIS,WHITE HAKE
01260,2008,spring,077,5,0.494,1,1,5,0.494,UROPHYCIS CHUSS,RED HAKE
01260,2008,spring,102,221,37.9,4,4,55.25,9.475,HIPPOGLOSSOIDES PLATESSOIDES,AMERICAN PLAICE
01260,2008,spring,104,1,0.3,1,1,1,0.3,PARALICHTHYS OBLONGUS,FOURSPOT FLOUNDER
01260,2008,spring,105,25,6.7,3,3,8.333333333333334,2.2333333333333334,LIMANDA FERRUGINEA,YELLOWTAIL FLOUNDER
01260,2008,spring,106,16,5.78,2,2,8,2.89,PSEUDOPLEURONECTES AMERICANUS,WINTER FLOUNDER
01260,2008,spring,107,1,0.148,1,1,1,0.148,GLYPTOCEPHALUS CYNOGLOSSUS,WITCH FLOUNDER
01260,2008,spring,155,142,26.679,4,4,35.5,6.66975,SEBASTES FASCIATUS,ACADIAN REDFISH
01260,2008,spring,163,321,86.2,4,4,80.25,21.55,MYOXOCEPHALUS OCTODECEMSPINOSUS,LONGHORN SCULPIN
01260,2008,spring,164,8,6.14,3,3,2.6666666666666665,2.0466666666666664,HEMITRIPTERUS AMERICANUS,SEA RAVEN
01260,2008,spring,165,1,0.002,1,1,1,0.002,ASPIDOPHOROIDES MONOPTERYGIUS,ALLIGATORFISH
01260,2008,spring,168,1,4.3,1,1,1,4.3,CYCLOPTERUS LUMPUS,LUMPFISH
01260,2008,spring,176,2,0.74,1,1,2,0.74,TAUTOGOLABRUS ADSPERSUS,CUNNER
01260,2008,spring,181,7368,92.6,1,1,7368,92.6,AMMODYTES DUBIUS,NORTHERN SAND LANCE
01260,2008,spring,183,1,0.003,1,1,1,0.003,LUMPENUS MACULATUS,DAUBED SHANNY
01260,2008,spring,193,11,4.115,4,4,2.75,1.02875,MACROZOARCES AMERICANUS,OCEAN POUT
01260,2008,spring,197,1,0.3,1,1,1,0.3,LOPHIUS AMERICANUS,GOOSEFISH
01260,2008,spring,301,7,4.26,4,4,1.75,1.065,HOMARUS AMERICANUS,AMERICAN LOBSTER
01260,2008,spring,305,0,8.6,2,2,0,4.3,CRUSTACEA SHRIMP,SHRIMP UNCL
01260,2008,spring,512,1,0.037,1,1,1,0.037,BATHYPOLYPUS ARCTICUS,SPOONARM OCTOPUS
01260,2009,autumn,015,3998,6082.55,4,4,999.5,1520.6375,SQUALUS ACANTHIAS,SPINY DOGFISH
01260,2009,autumn,023,146,577.97,2,2,73,288.985,LEUCORAJA OCELLATA,WINTER SKATE
01260,2009,autumn,026,112,92.03,2,2,56,46.015,LEUCORAJA ERINACEA,LITTLE SKATE
01260,2009,autumn,028,2,0.567,1,1,2,0.567,AMBLYRAJA RADIATA,THORNY SKATE
01260,2009,autumn,032,21,2.562,3,3,7,0.854,CLUPEA HARENGUS,ATLANTIC HERRING
01260,2009,autumn,033,29,5.07,2,2,14.5,2.535,ALOSA PSEUDOHARENGUS,ALEWIFE
01260,2009,autumn,034,3,0.35,1,1,3,0.35,ALOSA AESTIVALIS,BLUEBACK HERRING
01260,2009,autumn,035,5,0.733,1,1,5,0.733,ALOSA SAPIDISSIMA,AMERICAN SHAD
01260,2009,autumn,072,510,107.332,4,4,127.5,26.833,MERLUCCIUS BILINEARIS,SILVER HAKE
01260,2009,autumn,073,678,551.079,4,4,169.5,137.76975,GADUS MORHUA,ATLANTIC COD
01260,2009,autumn,074,28,48.62,4,4,7,12.155,MELANOGRAMMUS AEGLEFINUS,HADDOCK
01260,2009,autumn,075,1,0.61,1,1,1,0.61,POLLACHIUS VIRENS,POLLOCK
01260,2009,autumn,076,15,4.04,2,2,7.5,2.02,UROPHYCIS TENUIS,WHITE HAKE
01260,2009,autumn,077,35,12.343,3,3,11.666666666666666,4.114333333333334,UROPHYCIS CHUSS,RED HAKE
01260,2009,autumn,084,1,1.63,1,1,1,1.63,BROSME BROSME,CUSK
01260,2009,autumn,102,17,2.17,2,2,8.5,1.085,HIPPOGLOSSOIDES PLATESSOIDES,AMERICAN PLAICE
01260,2009,autumn,104,18,4.5600000000000005,2,2,9,2.2800000000000002,PARALICHTHYS OBLONGUS,FOURSPOT FLOUNDER
01260,2009,autumn,105,276,84.14,2,2,138,42.07,LIMANDA FERRUGINEA,YELLOWTAIL FLOUNDER
01260,2009,autumn,106,210,80.72,3,3,70,26.906666666666666,PSEUDOPLEURONECTES AMERICANUS,WINTER FLOUNDER
01260,2009,autumn,107,1,0.356,1,1,1,0.356,GLYPTOCEPHALUS CYNOGLOSSUS,WITCH FLOUNDER
01260,2009,autumn,108,3,0.77,1,1,3,0.77,SCOPHTHALMUS AQUOSUS,WINDOWPANE
01260,2009,autumn,121,9,3.1,1,1,9,3.1,SCOMBER SCOMBRUS,ATLANTIC MACKEREL
01260,2009,autumn,131,96,6.106,4,4,24,1.5265,PEPRILUS TRIACANTHUS,BUTTERFISH
01260,2009,autumn,155,310,8.152,2,2,155,4.076,SEBASTES FASCIATUS,ACADIAN REDFISH
01260,2009,autumn,159,7,0.02,1,1,7,0.02,ARTEDIELLUS SP,HOOKEAR SCULPIN UNCL
01260,2009,autumn,163,487,123.28399999999999,4,4,121.75,30.820999999999998,MYOXOCEPHALUS OCTODECEMSPINOSUS,LONGHORN SCULPIN
01260,2009,autumn,164,30,14.607,2,2,15,7.3035,HEMITRIPTERUS AMERICANUS,SEA RAVEN
01260,2009,autumn,165,1,0.002,1,1,1,0.002,ASPIDOPHOROIDES MONOPTERYGIUS,ALLIGATORFISH
01260,2009,autumn,176,74,22.34,1,1,74,22.34,TAUTOGOLABRUS ADSPERSUS,CUNNER
01260,2009,autumn,181,16,0.14,1,1,16,0.14,AMMODYTES DUBIUS,NORTHERN SAND LANCE
01260,2009,autumn,192,1,0.103,1,1,1,0.103,ANARHICHAS LUPUS,ATLANTIC WOLFFISH
01260,2009,autumn,193,4,1.526,2,2,2,0.763,MACROZOARCES AMERICANUS,OCEAN POUT
01260,2009,autumn,197,5,16.53,2,2,2.5,8.265,LOPHIUS AMERICANUS,GOOSEFISH
01260,2009,autumn,293,1,0.006,1,1,1,0.006,LEBBEUS GROENLANDICUS,SPINY LEBBEID
01260,2009,autumn,296,346,0.742,1,1,346,0.742,DICHELOPANDALUS LEPTOCERUS,BRISTLED LONGBEAK
01260,2009,autumn,301,14,10.33,2,2,7,5.165,HOMARUS AMERICANUS,AMERICAN LOBSTER
01260,2009,autumn,313,3,0.131,2,2,1.5,0.0655,CANCER IRRORATUS,ATLANTIC ROCK CRAB
01260,2009,autumn,401,125,4.573,2,2,62.5,2.2865,PLACOPECTEN MAGELLANICUS,SEA SCALLOP
01260,2009,autumn,502,19,3.85,3,3,6.333333333333333,1.2833333333333334,ILLEX ILLECEBROSUS,NORTHERN SHORTFIN SQUID
01260,2009,autumn,503,968,21.740000000000002,4,4,242,5.4350000000000005,LOLIGO PEALEII,LONGFIN SQUID
01260,2009,autumn,998,0,13.66,4,4,0,3.415,TRASH SPECIES IN CATCH,TRASH
01260,2009,spring,015,2,5.9,1,1,2,5.9,SQUALUS ACANTHIAS,SPINY DOGFISH
01260,2009,spring,023,5,16.84,1,1,5,16.84,LEUCORAJA OCELLATA,WINTER SKATE
01260,2009,spring,026,21,18.011,1,1,21,18.011,LEUCORAJA ERINACEA,LITTLE SKATE
01260,2009,spring,027,1,0.036,1,1,1,0.036,MALACORAJA SENTA,SMOOTH SKATE
01260,2009,spring,028,26,23.682,5,5,5.2,4.7364,AMBLYRAJA RADIATA,THORNY SKATE
01260,2009,spring,032,1399,181.685,4,4,349.75,45.42125,CLUPEA HARENGUS,ATLANTIC HERRING
01260,2009,spring,033,51,4.0969999999999995,4,4,12.75,1.0242499999999999,ALOSA PSEUDOHARENGUS,ALEWIFE
01260,2009,spring,034,1,0.025,1,1,1,0.025,ALOSA AESTIVALIS,BLUEBACK HERRING
01260,2009,spring,035,2,0.17200000000000001,2,2,1,0.08600000000000001,ALOSA SAPIDISSIMA,AMERICAN SHAD
01260,2009,spring,072,664,12.1,6,6,110.66666666666667,2.0166666666666666,MERLUCCIUS BILINEARIS,SILVER HAKE
01260,2009,spring,073,260,232.47400000000002,6,6,43.333333333333336,38.74566666666667,GADUS MORHUA,ATLANTIC COD
01260,2009,spring,074,144,147.41,4,4,36,36.8525,MELANOGRAMMUS AEGLEFINUS,HADDOCK
01260,2009,spring,075,81,20.51,4,4,20.25,5.1275,POLLACHIUS VIRENS,POLLOCK
01260,2009,spring,077,19,0.867,5,5,3.8,0.1734,UROPHYCIS CHUSS,RED HAKE
01260,2009,spring,083,13,0.403,2,2,6.5,0.2015,ENCHELYOPUS CIMBRIUS,FOURBEARD ROCKLING
01260,2009,spring,084,3,4.55,1,1,3,4.55,BROSME BROSME,CUSK
01260,2009,spring,101,2,0.43899999999999995,2,2,1,0.21949999999999997,HIPPOGLOSSUS HIPPOGLOSSUS,ATLANTIC HALIBUT
01260,2009,spring,102,484,35.08,6,6,80.66666666666667,5.846666666666667,HIPPOGLOSSOIDES PLATESSOIDES,AMERICAN PLAICE
01260,2009,spring,104,1,0.029,1,1,1,0.029,PARALICHTHYS OBLONGUS,FOURSPOT FLOUNDER
01260,2009,spring,105,479,129.911,5,5,95.8,25.9822,LIMANDA FERRUGINEA,YELLOWTAIL FLOUNDER
01260,2009,spring,106,294,77.24,4,4,73.5,19.31,PSEUDOPLEURONECTES AMERICANUS,WINTER FLOUNDER
01260,2009,spring,107,29,4.078,4,4,7.25,1.0195,GLYPTOCEPHALUS CYNOGLOSSUS,WITCH FLOUNDER
01260,2009,spring,115,1,0.002,1,1,1,0.002,GASTEROSTEUS ACULEATUS,THREESPINE STICKLEBACK
01260,2009,spring,155,1494,100.27900000000001,6,6,249,16.71316666666667,SEBASTES FASCIATUS,ACADIAN REDFISH
01260,2009,spring,159,17,0.046,4,4,4.25,0.0115,ARTEDIELLUS SP,HOOKEAR SCULPIN UNCL
01260,2009,spring,161,11,0.10200000000000001,3,3,3.6666666666666665,0.034,TRIGLOPS MURRAYI,MOUSTACHE SCULPIN
01260,2009,spring,163,360,53.067,6,6,60,8.8445,MYOXOCEPHALUS OCTODECEMSPINOSUS,LONGHORN SCULPIN
01260,2009,spring,164,87,40.605,5,5,17.4,8.120999999999999,HEMITRIPTERUS AMERICANUS,SEA RAVEN
01260,2009,spring,165,3,0.011,3,3,1,0.0036666666666666666,ASPIDOPHOROIDES MONOPTERYGIUS,ALLIGATORFISH
01260,2009,spring,168,2,0.005,1,1,2,0.005,CYCLOPTERUS LUMPUS,LUMPFISH
01260,2009,spring,176,2,0.8,1,1,2,0.8,TAUTOGOLABRUS ADSPERSUS,CUNNER
01260,2009,spring,182,1,0.011,1,1,1,0.011,LUMPENUS LUMPRETAEFORMIS,SNAKEBLENNY
01260,2009,spring,191,2,1.19,1,1,2,1.19,CRYPTACANTHODES MACULATUS,WRYMOUTH
01260,2009,spring,192,20,10.204,2,2,10,5.102,ANARHICHAS LUPUS,ATLANTIC WOLFFISH
01260,2009,spring,193,143,49.513,6,6,23.833333333333332,8.252166666666666,MACROZOARCES AMERICANUS,OCEAN POUT
01260,2009,spring,197,1,0.289,1,1,1,0.289,LOPHIUS AMERICANUS,GOOSEFISH
01260,2009,spring,301,31,14.694,6,6,5.166666666666667,2.4490000000000003,HOMARUS AMERICANUS,AMERICAN LOBSTER
01260,2009,spring,305,0,31.012,6,6,0,5.168666666666667,CRUSTACEA SHRIMP,SHRIMP UNCL
01260,2009,spring,310,1,0.047,1,1,1,0.047,GERYON QUINQUEDENS,RED DEEPSEA CRAB
01260,2009,spring,312,1,0.018,1,1,1,0.018,CANCER BOREALIS,JONAH CRAB
01260,2009,spring,316,50,0.125,3,3,16.666666666666668,0.041666666666666664,SICYONIA BREVIROSTRIS,BROWN ROCK SHRIMP
01260,2009,spring,324,4,0.629,3,3,1.3333333333333333,0.20966666666666667,LITHODES MAJA,NORTHERN STONE CRAB
01260,2009,spring,401,25,0.074,2,2,12.5,0.037,PLACOPECTEN MAGELLANICUS,SEA SCALLOP
01260,2009,spring,512,7,0.047,4,4,1.75,0.01175,BATHYPOLYPUS ARCTICUS,SPOONARM OCTOPUS
01260,2009,spring,978,2,0.007,1,1,2,0.007,UNKNOWN 01,UNKNOWN 01
01260,2009,spring,998,0,31.82,6,6,0,5.303333333333334,TRASH SPECIES IN CATCH,TRASH
01260,2010,autumn,015,443,1067.48,2,2,221.5,533.74,SQUALUS ACANTHIAS,SPINY DOGFISH
01260,2010,autumn,022,1,1.26,1,1,1,1.26,DIPTURUS LAEVIS,BARNDOOR SKATE
01260,2010,autumn,023,50,46.812,2,2,25,23.406,LEUCORAJA OCELLATA,WINTER SKATE
01260,2010,autumn,026,310,192.11,2,2,155,96.055,LEUCORAJA ERINACEA,LITTLE SKATE
01260,2010,autumn,027,2,0.307,1,1,2,0.307,MALACORAJA SENTA,SMOOTH SKATE
01260,2010,autumn,028,29,18.622,1,1,29,18.622,AMBLYRAJA RADIATA,THORNY SKATE
01260,2010,autumn,032,244,25.270000000000003,2,2,122,12.635000000000002,CLUPEA HARENGUS,ATLANTIC HERRING
01260,2010,autumn,033,536,70.55,2,2,268,35.275,ALOSA PSEUDOHARENGUS,ALEWIFE
01260,2010,autumn,034,21,2.28,2,2,10.5,1.14,ALOSA AESTIVALIS,BLUEBACK HERRING
01260,2010,autumn,035,28,4.094,2,2,14,2.047,ALOSA SAPIDISSIMA,AMERICAN SHAD
01260,2010,autumn,072,400,35.969,2,2,200,17.9845,MERLUCCIUS BILINEARIS,SILVER HAKE
01260,2010,autumn,073,31,26.25,2,2,15.5,13.125,GADUS MORHUA,ATLANTIC COD
01260,2010,autumn,074,99,5.12,1,1,99,5.12,MELANOGRAMMUS AEGLEFINUS,HADDOCK
01260,2010,autumn,076,27,4.49,2,2,13.5,2.245,UROPHYCIS TENUIS,WHITE HAKE
01260,2010,autumn,077,30,3.013,2,2,15,1.5065,UROPHYCIS CHUSS,RED HAKE
01260,2010,autumn,083,5,0.217,1,1,5,0.217,ENCHELYOPUS CIMBRIUS,FOURBEARD ROCKLING
01260,2010,autumn,102,11,0.674,1,1,11,0.674,HIPPOGLOSSOIDES PLATESSOIDES,AMERICAN PLAICE
01260,2010,autumn,104,30,1.609,2,2,15,0.8045,PARALICHTHYS OBLONGUS,FOURSPOT FLOUNDER
01260,2010,autumn,105,244,48.447,2,2,122,24.2235,LIMANDA FERRUGINEA,YELLOWTAIL FLOUNDER
01260,2010,autumn,106,142,40.078,2,2,71,20.039,PSEUDOPLEURONECTES AMERICANUS,WINTER FLOUNDER
01260,2010,autumn,108,40,5.192,2,2,20,2.596,SCOPHTHALMUS AQUOSUS,WINDOWPANE
01260,2010,autumn,121,93,8.474,2,2,46.5,4.237,SCOMBER SCOMBRUS,ATLANTIC MACKEREL
01260,2010,autumn,131,135,5.952999999999999,2,2,67.5,2.9764999999999997,PEPRILUS TRIACANTHUS,BUTTERFISH
01260,2010,autumn,141,2,0.018000000000000002,2,2,1,0.009000000000000001,CENTROPRISTIS STRIATA,BLACK SEA BASS
01260,2010,autumn,143,4,0.076,2,2,2,0.038,STENOTOMUS CHRYSOPS,SCUP
01260,2010,autumn,163,139,19.255000000000003,2,2,69.5,9.627500000000001,MYOXOCEPHALUS OCTODECEMSPINOSUS,LONGHORN SCULPIN
01260,2010,autumn,171,3,0.212,2,2,1.5,0.106,PRIONOTUS CAROLINUS,NORTHERN SEAROBIN
01260,2010,autumn,182,1,0.018,1,1,1,0.018,LUMPENUS LUMPRETAEFORMIS,SNAKEBLENNY
01260,2010,autumn,193,1,0.034,1,1,1,0.034,MACROZOARCES AMERICANUS,OCEAN POUT
01260,2010,autumn,197,2,0.635,2,2,1,0.3175,LOPHIUS AMERICANUS,GOOSEFISH
01260,2010,autumn,296,33,0.114,1,1,33,0.114,DICHELOPANDALUS LEPTOCERUS,BRISTLED LONGBEAK
01260,2010,autumn,301,28,13.18,2,2,14,6.59,HOMARUS AMERICANUS,AMERICAN LOBSTER
01260,2010,autumn,306,80,0.669,1,1,80,0.669,PANDALUS BOREALIS,NORTHERN SHRIMP
01260,2010,autumn,313,1,0.054,1,1,1,0.054,CANCER IRRORATUS,ATLANTIC ROCK CRAB
01260,2010,autumn,401,15270,437.006,1,1,15270,437.006,PLACOPECTEN MAGELLANICUS,SEA SCALLOP
01260,2010,autumn,502,1,0.287,1,1,1,0.287,ILLEX ILLECEBROSUS,NORTHERN SHORTFIN SQUID
01260,2010,autumn,503,58,5.955,2,2,29,2.9775,LOLIGO PEALEII,LONGFIN SQUID
01260,2010,autumn,512,2,0.034,1,1,2,0.034,BATHYPOLYPUS ARCTICUS,SPOONARM OCTOPUS
01260,2010,autumn,998,0,6.609999999999999,2,2,0,3.3049999999999997,TRASH SPECIES IN CATCH,TRASH
01260,2010,spring,001,3,0.313,2,2,1.5,0.1565,MYXINE GLUTINOSA,ATLANTIC HAGFISH
01260,2010,spring,015,14,27.205,5,5,2.8,5.441,SQUALUS ACANTHIAS,SPINY DOGFISH
01260,2010,spring,023,6,20.86,4,4,1.5,5.215,LEUCORAJA OCELLATA,WINTER SKATE
01260,2010,spring,026,6,3.17,2,2,3,1.585,LEUCORAJA ERINACEA,LITTLE SKATE
01260,2010,spring,027,3,0.859,3,3,1,0.28633333333333333,MALACORAJA SENTA,SMOOTH SKATE
01260,2010,spring,028,72,22.938000000000002,5,5,14.4,4.5876,AMBLYRAJA RADIATA,THORNY SKATE
01260,2010,spring,032,598,63.4,5,5,119.6,12.68,CLUPEA HARENGUS,ATLANTIC HERRING
01260,2010,spring,033,66,4.581,3,3,22,1.5270000000000001,ALOSA PSEUDOHARENGUS,ALEWIFE
01260,2010,spring,034,3,0.126,2,2,1.5,0.063,ALOSA AESTIVALIS,BLUEBACK HERRING
01260,2010,spring,035,1,0.165,1,1,1,0.165,ALOSA SAPIDISSIMA,AMERICAN SHAD
01260,2010,spring,072,1502,47.092,6,6,250.33333333333334,7.8486666666666665,MERLUCCIUS BILINEARIS,SILVER HAKE
01260,2010,spring,073,1019,537.58,5,5,203.8,107.516,GADUS MORHUA,ATLANTIC COD
01260,2010,spring,074,152,242.34,5,5,30.4,48.468,MELANOGRAMMUS AEGLEFINUS,HADDOCK
01260,2010,spring,075,6,0.91,3,3,2,0.30333333333333334,POLLACHIUS VIRENS,POLLOCK
01260,2010,spring,076,5,1.572,2,2,2.5,0.786,UROPHYCIS TENUIS,WHITE HAKE
01260,2010,spring,077,22,5.4399999999999995,6,6,3.6666666666666665,0.9066666666666666,UROPHYCIS CHUSS,RED HAKE
01260,2010,spring,101,1,1.15,1,1,1,1.15,HIPPOGLOSSUS HIPPOGLOSSUS,ATLANTIC HALIBUT
01260,2010,spring,102,721,101.699,6,6,120.16666666666667,16.949833333333334,HIPPOGLOSSOIDES PLATESSOIDES,AMERICAN PLAICE
01260,2010,spring,104,15,2.663,4,4,3.75,0.66575,PARALICHTHYS OBLONGUS,FOURSPOT FLOUNDER
